# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "0" "-t" "exon" "-g" "transcript_id" "-p" "-B" "-C" "-a" "/cromwell_root/broad-dsde-mint-dev-teststorage/demo/gencodev19_chr21.gtf" "-o" "demo.transcripts.counts.txt" "/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam
FAM207A|ENST00000458015.1	chr21;chr21;chr21;chr21;chr21	46359940;46363599;46380015;46386949;46389025	46360101;46363707;46380083;46387096;46389179	+;+;+;+;+	643	0
FAM207A|ENST00000479127.1	chr21;chr21;chr21;chr21;chr21	46378161;46380015;46386949;46393112;46396595	46378339;46380083;46387096;46393180;46396888	+;+;+;+;+	759	0
FAM207A|ENST00000485207.1	chr21;chr21	46392971;46396595	46393180;46396888	+;+	504	0
AP000476.1|ENST00000415182.1	chr21;chr21;chr21	25801095;25902978;25918309	25801218;25903081;25920256	+;+;+	2176	0
AP000476.1|ENST00000423581.1	chr21;chr21;chr21	25801072;25810567;25813483	25801218;25810757;25813638	+;+;+	494	0
AP000476.1|ENST00000453784.2	chr21;chr21;chr21;chr21;chr21;chr21	25801054;25810567;25813483;25814109;25857937;25860427	25801218;25810747;25813667;25814227;25857999;25862621	+;+;+;+;+;+	2908	0
SNORA62|ENST00000606322.1	chr21	40266709	40266791	+	83	0
PCNT|ENST00000483844.1	chr21;chr21;chr21;chr21;chr21	47768153;47768926;47769598;47771343;47773018	47768239;47769100;47769734;47771454;47773240	+;+;+;+;+	734	0
PCNT|ENST00000465356.1	chr21;chr21	47860907;47862410	47860997;47863085	+;+	767	0
PCNT|ENST00000480896.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47744802;47746291;47754311;47766042;47766657;47767371;47768926;47769598;47771343;47773018;47773901;47775367;47776889;47783395;47786499;47801609;47805747;47808657;47809114;47810585;47811079;47817179;47817928;47818149;47819504;47821465;47822245;47831103;47832751;47835983;47838118;47841884;47845745;47847536;47848309;47849924;47850421;47851443;47855817;47856892;47858077;47859996;47860768;47862410;47863723;47864607;47865197	47745124;47746503;47754682;47766122;47766912;47767426;47769100;47769734;47771454;47773240;47773982;47775541;47777106;47783849;47787054;47801755;47805898;47808799;47809346;47810747;47811291;47817408;47818044;47818169;47819710;47821635;47822397;47831981;47832906;47836753;47838220;47842038;47845885;47847709;47848504;47850146;47850571;47851892;47856061;47856994;47858250;47860115;47860997;47862486;47863861;47864734;47865682	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10485	0
PCNT|ENST00000482575.1	chr21;chr21	47851173;47851443	47851243;47851949	+;+	578	0
PCNT|ENST00000466474.1	chr21;chr21;chr21;chr21;chr21;chr21	47766052;47766657;47767371;47768926;47769598;47773018	47766122;47766912;47767426;47769100;47769734;47773217	+;+;+;+;+;+	895	0
PCNT|ENST00000418394.1	chr21;chr21;chr21;chr21;chr21;chr21	47856954;47858077;47859996;47860768;47862410;47865197	47856994;47858250;47860115;47860997;47862486;47865350	+;+;+;+;+;+	796	0
PCNT|ENST00000490468.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47744055;47746291;47754311;47766042;47766637;47767371;47768926;47769598	47744196;47746503;47754682;47766122;47766895;47767426;47769100;47769714	+;+;+;+;+;+;+;+	1415	0
PCNT|ENST00000359568.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47744036;47746291;47754311;47766042;47766657;47767371;47768926;47769598;47771343;47773018;47773901;47775367;47776889;47783395;47786499;47801609;47805747;47808657;47809114;47810585;47811079;47817179;47817928;47818149;47819504;47821465;47822245;47831103;47832751;47835983;47838118;47841884;47845745;47847536;47848309;47849924;47850421;47851443;47855817;47856892;47858077;47859996;47860768;47862410;47863723;47864607;47865197	47744196;47746503;47754682;47766122;47766912;47767426;47769100;47769734;47771454;47773240;47773982;47775541;47777106;47783849;47787054;47801755;47805898;47808799;47809346;47810747;47811291;47817408;47818044;47818169;47819710;47821635;47822397;47831981;47832906;47836753;47838220;47842038;47845885;47847709;47848504;47850146;47850571;47852129;47856061;47856994;47858250;47860115;47860997;47862486;47863861;47864734;47865682	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10560	0
KRTAP21-4P|ENST00000454921.1	chr21	32114098	32114913	-	816	0
AF064863.1|ENST00000408469.2	chr21	41949429	41949538	+	110	0
SNX19P1|ENST00000444901.1	chr21	14897920	14900900	+	2981	0
RBM11|ENST00000461088.1	chr21;chr21;chr21	15588475;15591884;15593418	15588603;15592046;15593774	+;+;+	649	0
RBM11|ENST00000400577.3	chr21;chr21;chr21;chr21;chr21	15588499;15591884;15593418;15596759;15599201	15588603;15592046;15593490;15596858;15600693	+;+;+;+;+	1934	0
RBM11|ENST00000475864.1	chr21;chr21	15596696;15599201	15596858;15599705	+;+	668	0
RBM11|ENST00000468788.1	chr21;chr21;chr21;chr21;chr21	15588466;15591874;15593418;15596759;15599180	15588603;15592046;15593490;15596858;15599375	+;+;+;+;+	680	0
RBM11|ENST00000495055.1	chr21;chr21;chr21;chr21	15588474;15593418;15596759;15599201	15588603;15593490;15596858;15600494	+;+;+;+	1597	0
RBM11|ENST00000468643.1	chr21;chr21;chr21;chr21;chr21	15588451;15591874;15593418;15596759;15599201	15588603;15592046;15593490;15596858;15600693	+;+;+;+;+	1992	0
CLIC6|ENST00000349499.2	chr21;chr21;chr21;chr21;chr21;chr21	36041688;36079578;36080242;36080998;36081655;36088619	36043061;36079687;36080367;36081104;36081836;36090525	+;+;+;+;+;+	3806	0
CLIC6|ENST00000360731.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21	36041688;36078325;36079578;36080242;36080998;36081655;36088619	36043061;36078378;36079687;36080367;36081104;36081836;36090525	+;+;+;+;+;+;+	3860	0
AP000567.27|ENST00000406413.1	chr21	31898864	31899019	-	156	0
RN7SL52P|ENST00000584271.1	chr21	10380380	10380661	-	282	0
MIR3648|ENST00000581792.1	chr21	9825832	9826011	+	180	0
FKSG68|ENST00000599809.1	chr21	37270353	37270727	-	375	0
snoU13|ENST00000459023.1	chr21	26842421	26842513	-	93	0
AJ006995.3|ENST00000433344.1	chr21;chr21;chr21	29327240;29350228;29357359	29327341;29350441;29357614	+;+;+	572	1
AP001537.1|ENST00000408114.2	chr21	20076689	20076772	-	84	0
AP000745.1|ENST00000408408.1	chr21	19264028	19264116	+	89	0
MX2|ENST00000481838.1	chr21;chr21;chr21;chr21;chr21	42770912;42773897;42775194;42778671;42779918	42770946;42774055;42775270;42778925;42779953	+;+;+;+;+	562	0
MX2|ENST00000435611.1	chr21;chr21;chr21;chr21	42733934;42735196;42748763;42749716	42733982;42735316;42749082;42749843	+;+;+;+	618	0
MX2|ENST00000416447.1	chr21;chr21;chr21;chr21	42742140;42744861;42745825;42748763	42742572;42744926;42746054;42748876	+;+;+;+	843	0
MX2|ENST00000418103.1	chr21;chr21;chr21	42742441;42748763;42749716	42742572;42749082;42749867	+;+;+	604	0
MX2|ENST00000493753.1	chr21;chr21;chr21	42769558;42770824;42771123	42769618;42770946;42771693	+;+;+	755	0
MX2|ENST00000496774.1	chr21;chr21;chr21;chr21;chr21;chr21	42762578;42767514;42769540;42770824;42771123;42773897	42762630;42767712;42769618;42770946;42771264;42774127	+;+;+;+;+;+	827	0
MX2|ENST00000398632.3	chr21;chr21;chr21	42774561;42778671;42779918	42775563;42778925;42780870	+;+;+	2211	0
MX2|ENST00000543692.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	42742012;42748763;42749716;42754337;42767514;42769540;42770824	42742276;42749082;42749908;42754491;42767712;42769618;42770869	+;+;+;+;+;+;+	1257	0
MX2|ENST00000482953.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42761470;42767514;42769540;42770824;42771123;42773897;42775194;42778671;42779918	42762630;42767712;42769618;42770946;42771264;42774055;42775270;42778925;42781317	+;+;+;+;+;+;+;+;+	3595	0
MX2|ENST00000495892.1	chr21;chr21	42733957;42735196	42733982;42739233	+;+	4064	0
MX2|ENST00000474368.1	chr21;chr21	42772792;42775194	42774055;42776800	+;+	2871	0
MX2|ENST00000330714.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42733870;42748763;42749716;42751944;42754337;42762492;42767514;42769540;42770824;42771123;42773897;42775194;42778671;42779918	42733982;42749082;42749908;42752078;42754491;42762630;42767712;42769618;42770946;42771264;42774055;42775270;42778925;42780870	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3042	0
MX2|ENST00000436410.1	chr21;chr21;chr21;chr21	42733926;42744861;42748763;42749716	42733982;42744926;42749082;42749854	+;+;+;+	582	0
MX2|ENST00000494252.1	chr21;chr21;chr21	42733954;42735196;42736331	42733982;42735343;42736593	+;+;+	440	0
AP001347.6|ENST00000428809.1	chr21;chr21;chr21	15399742;15456271;15515830	15399918;15456465;15516789	+;+;+	1332	0
AP001347.6|ENST00000448463.1	chr21;chr21;chr21	15399772;15456271;15460930	15399918;15456465;15461367	+;+;+	780	0
AP001347.6|ENST00000432621.1	chr21;chr21;chr21	15399742;15456271;15516078	15399918;15456465;15516789	+;+;+	1084	0
TUBAP|ENST00000425085.1	chr21;chr21	24779978;24780803	24780683;24781448	-;-	1352	0
PCBP3|ENST00000609985.1	chr21;chr21	47167937;47169295	47168053;47169870	+;+	693	0
PCBP3|ENST00000400309.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47269875;47316122;47319513;47320505;47320911;47329269;47330816;47333865;47337502;47349834;47350700;47355167;47359944;47361584	47270009;47316276;47319536;47320537;47321027;47329400;47330944;47333939;47337543;47349909;47350759;47355219;47360113;47362368	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1986	0
PCBP3|ENST00000472191.1	chr21;chr21	47063624;47088788	47063782;47088946	+;+	318	0
PCBP3|ENST00000594149.1	chr21;chr21;chr21;chr21;chr21;chr21	47093469;47155306;47164145;47169295;47170041;47170917	47093649;47155343;47164251;47169389;47170255;47170970	+;+;+;+;+;+	690	0
PCBP3|ENST00000400310.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47268077;47269875;47316122;47319513;47320505;47320911;47329269;47330816;47333865;47337502;47349831;47355167;47359944;47361584	47268315;47270009;47316276;47319536;47320537;47321027;47329400;47330944;47333939;47337543;47349909;47355219;47360113;47362368	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2168	0
PCBP3|ENST00000400308.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47269875;47316122;47319513;47320505;47320911;47329269;47330816;47337502;47349834;47350700;47355167;47359944;47361584	47270009;47316276;47319536;47320537;47321027;47329400;47330944;47337543;47349909;47350759;47355219;47360113;47362368	+;+;+;+;+;+;+;+;+;+;+;+;+	1911	0
PCBP3|ENST00000465077.1	chr21;chr21;chr21;chr21	47063608;47148590;47155306;47208212	47063782;47148662;47155343;47208653	+;+;+;+	728	0
PCBP3|ENST00000481302.1	chr21;chr21;chr21;chr21;chr21	47273885;47278250;47278595;47278809;47279616	47273922;47278372;47278724;47278917;47279691	+;+;+;+;+	476	0
PCBP3|ENST00000498121.1	chr21;chr21;chr21;chr21;chr21;chr21	47278851;47289122;47316122;47319513;47320505;47320911	47278917;47289238;47316276;47319536;47320537;47321504	+;+;+;+;+;+	990	0
PCBP3|ENST00000400305.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47316184;47319513;47320505;47320911;47329269;47330816;47337502;47349831;47350700;47355167;47359944;47361584	47316276;47319536;47320537;47321027;47329400;47330944;47337543;47349909;47350759;47355219;47360113;47362368	+;+;+;+;+;+;+;+;+;+;+;+	1717	0
PCBP3|ENST00000400314.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47063608;47155306;47269875;47316122;47319513;47320505;47320911;47329269;47330816;47333865;47337502;47349831;47350700;47355167;47359944;47361584	47063782;47155343;47270009;47316276;47319536;47320537;47321027;47329400;47330944;47333939;47337543;47349909;47350759;47355219;47360113;47362368	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2202	0
PCBP3|ENST00000423045.2	chr21;chr21;chr21	47170108;47171380;47172764	47171000;47171532;47172900	+;+;+	1183	0
PCBP3|ENST00000475402.1	chr21;chr21;chr21;chr21;chr21	47333952;47337502;47355167;47359944;47361584	47334008;47337543;47355219;47360113;47361797	+;+;+;+;+	536	0
PCBP3|ENST00000400304.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47316208;47319513;47320505;47320911;47329269;47330816;47333865;47337502;47349834;47350700;47355167;47359944;47361584	47316276;47319536;47320537;47321027;47329400;47330944;47334008;47337543;47349909;47350759;47355219;47360113;47361620	+;+;+;+;+;+;+;+;+;+;+;+;+	1086	0
PCBP3|ENST00000468429.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47320929;47329269;47330816;47333865;47337502;47349834;47350700;47355167;47359951	47321027;47329400;47330944;47333939;47337543;47349909;47350759;47355219;47360113	+;+;+;+;+;+;+;+;+	829	0
PCBP3|ENST00000449640.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47269875;47316122;47319513;47320505;47320911;47329269;47330816;47333865;47337502;47349831;47350700;47355167;47359944;47361584	47270009;47316276;47319536;47320537;47321027;47329400;47330944;47333939;47337543;47349909;47350759;47355219;47360113;47362367	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1988	0
PCBP3|ENST00000549265.1	chr21;chr21	47313791;47316122	47313931;47316223	+;+	243	0
PCBP3|ENST00000593338.1	chr21;chr21	47155306;47169295	47155343;47169813	+;+	557	0
PCBP3|ENST00000610200.1	chr21;chr21;chr21	47169598;47170917;47171380	47170217;47171000;47171392	+;+;+	717	0
PCBP3|ENST00000594320.1	chr21;chr21	47169307;47169787	47169389;47170389	+;+	686	0
AP001626.2|ENST00000424890.1	chr21;chr21	44068381;44070674	44070553;44071354	-;-	2854	0
C21orf88|ENST00000329618.6	chr21;chr21;chr21	40977526;40981510;40984224	40978274;40981592;40984748	-;-;-	1357	0
C21orf88|ENST00000380612.4	chr21;chr21;chr21	40969074;40981510;40984224	40969916;40981592;40984368	-;-;-	1071	0
C21orf88|ENST00000380604.3	chr21;chr21;chr21	40977526;40981510;40984224	40977929;40981592;40984368	-;-;-	632	0
C21orf88|ENST00000489821.1	chr21;chr21	40969074;40971268	40969916;40971583	-;-	1159	0
OR4K11P|ENST00000431829.1	chr21	14916603	14917506	-	904	0
RPS5P2|ENST00000415238.1	chr21	35507732	35508371	-	640	0
MIS18A-AS1|ENST00000453549.1	chr21;chr21;chr21	33650174;33650692;33652904	33650395;33650842;33653299	+;+;+	769	0
KRTAP13-4|ENST00000334068.2	chr21	31802572	31803216	+	645	0
AF015720.3|ENST00000412240.1	chr21;chr21	37085437;37105201	37085745;37105240	-;-	349	0
AP000695.1|ENST00000595927.1	chr21	37858165	37860058	+	1894	0
USF1P1|ENST00000451645.1	chr21	34706877	34707402	+	526	0
RNU6-286P|ENST00000384745.1	chr21	14993898	14994004	+	107	0
KRTAP23-1|ENST00000334160.4	chr21	31720717	31720924	-	208	0
AP001059.5|ENST00000442785.1	chr21;chr21	45670696;45671010	45670824;45671403	+;+	523	0
RPL37P4|ENST00000448908.1	chr21	20966155	20966422	+	268	0
AP001468.58|ENST00000415026.1	chr21;chr21	47604993;47608408	47605101;47608855	+;+	557	0
MRPL20P1|ENST00000400819.2	chr21	38366943	38367375	+	433	0
AP000563.2|ENST00000490865.1	chr21	32824779	32825536	+	758	0
SLC19A1|ENST00000486303.1	chr21;chr21	46955898;46957685	46956442;46957847	-;-	708	0
SLC19A1|ENST00000485649.2	chr21;chr21;chr21;chr21;chr21	46935432;46945731;46950684;46951303;46954452	46936054;46945872;46950885;46952062;46954529	-;-;-;-;-	1805	0
SLC19A1|ENST00000567670.1	chr21;chr21;chr21;chr21;chr21;chr21	46918115;46945731;46950684;46951303;46957685;46964051	46918526;46945872;46950885;46952062;46957922;46964325	-;-;-;-;-;-	2029	0
SLC19A1|ENST00000468508.1	chr21;chr21	46932276;46934810	46933472;46935047	-;-	1435	0
SLC19A1|ENST00000460174.1	chr21;chr21;chr21;chr21	46932739;46933333;46934810;46935554	46932812;46933472;46935066;46935682	-;-;-;-	600	0
SLC19A1|ENST00000311124.4	chr21;chr21;chr21;chr21;chr21;chr21	46933690;46945731;46950684;46951303;46957685;46962282	46936054;46945872;46950885;46952062;46957922;46962385	-;-;-;-;-;-	3811	0
SLC19A1|ENST00000427839.1	chr21;chr21;chr21	46951705;46957685;46961701	46952062;46957922;46961752	-;-;-	648	0
SLC19A1|ENST00000417954.1	chr21;chr21;chr21;chr21;chr21	46913486;46918260;46945731;46950684;46951303	46916293;46918526;46945872;46950885;46951455	-;-;-;-;-	3572	0
SLC19A1|ENST00000443742.1	chr21;chr21;chr21	46951788;46957685;46964051	46952062;46957922;46964314	-;-;-	777	0
SLC19A1|ENST00000477688.1	chr21;chr21	46951332;46954452	46952062;46954620	-;-	900	0
SLC19A1|ENST00000528477.1	chr21;chr21;chr21	46957692;46963691;46964051	46957922;46963773;46964316	-;-;-	580	0
SLC19A1|ENST00000380010.4	chr21;chr21;chr21;chr21;chr21;chr21	46934629;46945731;46950684;46951303;46957685;46962282	46935066;46945872;46950885;46952062;46957922;46962385	-;-;-;-;-;-	1884	0
SLC19A1|ENST00000461785.1	chr21;chr21	46922427;46923847	46922883;46924035	-;-	646	0
MIR4760|ENST00000585040.1	chr21	41584279	41584358	-	80	0
BACH1-IT3|ENST00000429843.1	chr21;chr21	30868367;30872493	30868558;30872706	+;+	406	0
CRYZL1|ENST00000361534.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34966813;34968037;34969586;34971456;34974540;34975710;34985844;34989012;34994302;34996989;35003792;35013485;35013987	34967920;34968142;34969707;34971554;34974651;34975843;34985912;34989056;34994374;34997066;35003863;35013611;35014065	-;-;-;-;-;-;-;-;-;-;-;-;-	2224	0
CRYZL1|ENST00000381540.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34961773;34963468;34968037;34969586;34971456;34974540;34975710;34985844;34989012;34994302;34996989;35003792;35013987	34962227;34963517;34968142;34969707;34971554;34974651;34975843;34985912;34989056;34994374;34997066;35003863;35014053	-;-;-;-;-;-;-;-;-;-;-;-;-	1482	0
CRYZL1|ENST00000438788.1	chr21;chr21	35003799;35015678	35003863;35016232	-;-	620	0
CRYZL1|ENST00000431177.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34974573;34975710;34985844;34989012;34994302;34996989;35003792;35005952	34974651;34975843;34985912;34989056;34994374;34997066;35003863;35006008	-;-;-;-;-;-;-;-	607	0
CRYZL1|ENST00000445393.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	34961923;34974540;34975710;34994302;34996989;35003792;35013987	34962227;34974651;34975843;34994374;34997066;35003863;35014036	-;-;-;-;-;-;-	824	0
CRYZL1|ENST00000488167.1	chr21;chr21;chr21;chr21	34974638;34975710;34985844;34989012	34974651;34975843;34985912;34989482	-;-;-;-	688	0
CRYZL1|ENST00000490714.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21	34975462;34985844;34989012;34994302;34996989;35003792;35013987	34975843;34985912;34989056;34994374;34997066;35003863;35014026	-;-;-;-;-;-;-	759	0
CRYZL1|ENST00000479964.1	chr21;chr21;chr21;chr21	34967643;34968037;34971456;34974540	34967920;34968142;34971554;34974562	-;-;-;-	506	0
CRYZL1|ENST00000468349.1	chr21;chr21	34961767;34963468	34962227;34964024	-;-	1018	0
CRYZL1|ENST00000381554.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34961647;34963468;34968037;34969586;34971456;34974540;34975710;34985844;34989012;34994302;34996989;35003792;35013987	34962227;34963513;34968142;34969707;34971554;34974651;34975843;34985912;34989056;34994374;34997066;35003863;35014066	-;-;-;-;-;-;-;-;-;-;-;-;-	1617	0
CRYZL1|ENST00000440526.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34967437;34969586;34971456;34974540;34975710;34985844;34989012;34994302	34967834;34969707;34971554;34974651;34975843;34985912;34989056;34994348	-;-;-;-;-;-;-;-	1026	0
CRYZL1|ENST00000417979.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34974639;34975710;34985844;34989012;34994302;34996989;35003792;35013987	34974651;34975843;34985912;34989056;34994374;34997066;35003833;35014036	-;-;-;-;-;-;-;-	504	0
CRYZL1|ENST00000414079.1	chr21;chr21;chr21;chr21	34968368;34971456;34974540;34975710	34968519;34971554;34974651;34975754	-;-;-;-	408	0
CRYZL1|ENST00000452420.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34961774;34963468;34967662;34968037;34969586;34971456;34974540;34975710;34985844	34962227;34963677;34967920;34968142;34969707;34971591;34974651;34975843;34985866	-;-;-;-;-;-;-;-;-	1556	0
CRYZL1|ENST00000429827.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34966949;34968037;34969586;34971456;34974540;34975710;34985844;34994302;34996989;35003792;35013987	34967920;34968142;34969707;34971591;34974651;34975843;34985912;34994374;34997066;35003863;35014047	-;-;-;-;-;-;-;-;-;-;-	1935	0
CRYZL1|ENST00000290244.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34961692;34963468;34968037;34969586;34971456;34974540;34975710;34985844;34994302;34996989;35003792;35013987	34962227;34963513;34968142;34969707;34971554;34974651;34975843;34985912;34994374;34997066;35003863;35014224	-;-;-;-;-;-;-;-;-;-;-;-	1685	0
CRYZL1|ENST00000426935.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34971502;34974540;34975710;34985844;34989012;34994302;34996989;35013987	34971554;34974651;34975843;34985912;34989056;34994374;34997066;35014051	-;-;-;-;-;-;-;-	629	0
CRYZL1|ENST00000480893.1	chr21;chr21;chr21;chr21	34961866;34963468;34968037;34969586	34962227;34963534;34968142;34969706	-;-;-;-	656	0
CRYZL1|ENST00000437996.1	chr21;chr21;chr21;chr21;chr21;chr21	34962075;34963468;34968037;34969586;34971456;34974540	34962227;34963513;34968142;34969707;34971591;34974571	-;-;-;-;-;-	595	0
CRYZL1|ENST00000413017.2	chr21;chr21;chr21;chr21;chr21;chr21	34988593;34989012;34994302;34996989;35003792;35013987	34988909;34989056;34994374;34997066;35003863;35014028	-;-;-;-;-;-	627	0
